Authors,Article Title,Source Title,DOI,Publication Year,First Author Origin,Senior Author Origin,Sampled Focal Taxa Range,Sequencing Method,Study Focus,Comments
"Kong, Mei Shuet; Hung, Chung-Hang; Hsu, Ling-Lan; Yuan, Hsiao-Wei; Chen, Wei-Jen",Exploring genetic diversity and population structure of the Little Tern (Sternula albifrons) in Taiwan based on mtDNA and ddRAD sequencing data,CONSERVATION GENETICS,10.1007/s10592-023-01574-7,2024,Global South,Global South,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Taiwan (high HDI)
"Krohn, Alexander R.; Folt, Brian; Apodaca, Joseph J.; Guyer, Craig; Goessling, Jeffrey M.",Using genomic data to estimate population structure of Gopher Tortoise (Gopherus polyphemus) populations in Southern Alabama,CONSERVATION GENETICS,10.1007/s10592-024-01601-1,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Kubota, Thaisa Y. K.; Hallsworth, John E.; da Silva, Alexandre M.; Moraes, Mario L. T.; Cambuim, Jose; Corseuil, Claudia W.; Sebbenn, Alexandre M.",Pollen dispersal and mating patterns determine resilience for a large-yet-fragmented population of Cariniana estrellensis,CONSERVATION GENETICS,10.1007/s10592-023-01557-8,2024,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Kwikiriza, Gerald; Vijayan, Thapasya; Tibihika, Papius Dias; Curto, Manuel; Winkler, Gerold; Nattabi, Juliet Kigongo; Kariuki, John; Meimberg, Harald","Introgressive hybridization levels of Tilapiine species in Lake Victoria basin, Kenya inferred from microsatellite and mitochondrial DNA genotyping based on next-generation sequencing",CONSERVATION GENETICS,10.1007/s10592-023-01570-x,2024,Global North,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,Hybridization focus. First author also has affiliations in Global South
"Kyriazis, Christopher C.; Serieys, Laurel E. K.; Bishop, Jacqueline M.; Drouilly, Marine; Viljoen, Storme; Wayne, Robert K.; Lohmueller, Kirk E.",The influence of gene flow on population viability in an isolated urban caracal population,MOLECULAR ECOLOGY,10.1111/mec.17346,2024,Global North,Global North,Global South,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Liesebach, Heike; Eusemann, Pascal; Hoeltken, Aki M.; Troeber, Ute; Kuchma, Oleksandra; Karopka, Manuel; Becker, Frank; Kaetzel, Ralf; Fussi, Barbara",Effective population size of adult and offspring cohorts as a genetic monitoring tool in two stand-forming and wind-pollinated tree species: Fagus sylvatica L. and Picea abies (L.) Karst.,CONSERVATION GENETICS,10.1007/s10592-024-01600-2,2024,Global North,Global North,Global North,Other,Population Structure / Gene Flow / Diversity / Demographic History,SSRs
"Liu, Kai; Xie, Nan; Wang, Yuxi",Exploring cross-species genetic diversity: unveiling new insights in Megalobrama through whole genome-wide simple sequence repeats,CONSERVATION GENETICS,10.1007/s10592-023-01575-6,2024,Global South,Global South,Global South,Reduced Representation,Identification / Sexing / Taxonomy / Systematics,genome-wide SSRs. mostly phylogenetics
"Liu, Yuanzhen; Olsson, Anna; Larva, Tuuli; Cantwell-Jones, Aoife; Gill, Richard J.; Cederberg, Bjorn; Webster, Matthew T.",Genomic variation in montane bumblebees in Scandinavia: High levels of intraspecific diversity despite population vulnerability,MOLECULAR ECOLOGY,10.1111/mec.17251,2024,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Lucek, Kay; Blattner, Lucas; Cornet, Camille; Chittaro, Yannick; Erhardt, Andreas; Jaun, Andreas; Jost, Bernhard; Winiger, Nathalie; Wymann, Hans-Peter; Dusej, Goran",Towards a genomic resolution of the Phengaris alcon species complex,CONSERVATION GENETICS,10.1007/s10592-024-01605-x,2024,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Maciel, Fernanda de Goes; O'Rourke, Sean; Jones, Melissa; Hemstrom, William; Miller, Michael Ryan; Schmaedecke, Gabriela; Tambosi, Leandro Reverberi; Baptista, Mozart Savio Pires; Keuroghlian, Alexine; Nava, Alessandra Ferreira Dales; Nardi, Marcello Schiavo; Jacomo, Anah Tereza de Almeida; Silveira, Leandro; Furtado, Mariana Malzoni; Torres, Natalia Mundim; Biondo, Cibele",Loss of genetic diversity and isolation by distance and by environment in populations of a keystone ungulate species,CONSERVATION GENETICS,10.1007/s10592-024-01614-w,2024,Global South,Global South,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Mager, Karen H.; Suitor, Michael J.; Nguyen, Thanh Khoa; Hoang, My Hanh; Herriges, Jim D.; Stetz, Jeffrey B.; Russell, Kelsey L.",Population genetics of caribou in the Alaska-Yukon border region: implications for designation of conservation units and small herd persistence,CONSERVATION GENETICS,10.1007/s10592-024-01612-y,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Maurer, Gilles; Dubois, Marie-Pierre; Oo, Zaw Min; Chanthavong, Vatsana; Mulot, Baptiste; Gimenez, Olivier; Kjellberg, Finn",Genetic structure and diversity of semi-captive populations: the anomalous case of the Asian elephant,CONSERVATION GENETICS,10.1007/s10592-024-01617-7,2024,Global North,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Maxwell, Logan M.; Clark, Jonathan D.; Walsh, Jennifer; Conway, Meaghan; Olsen, Brian J.; Kovach, Adrienne I.",Ecological characteristics explain neutral genetic variation of three coastal sparrow species,MOLECULAR ECOLOGY,10.1111/mec.17316,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Mazzochi, Mariana Scain; Muraro, Vitoria; Fagundes, Nelson Jurandi Rosa; Bugoni, Leandro",Absence of genetic structure among ecologically diverse populations indicate high plasticity in a pantropical seabird,CONSERVATION GENETICS,10.1007/s10592-024-01613-x,2024,Global South,Global South,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Mewis, Inga; Bernhardt, Nadine; Boenisch, Maria; Brassac, Jonathan; Naumann, Annette; Zander, Matthias; Schirmak, Uta; Nachtigall, Marion; Ulrichs, Christian",In situ conservation of Helosciadium nodiflorum: a crop wild relative of celery in Germany,CONSERVATION GENETICS,10.1007/s10592-023-01554-x,2024,Global North,Global North,Global North,Other,Population Structure / Gene Flow / Diversity / Demographic History,
"Miller, Susan M.; Behrendorff, Linda; Allen, Benjamin L.; Andrew, Rose L.; Ballard, Guy; Ballard, J. William O.; Cairns, Kylie M.; Conroy, Gabriel C.; Fleming, Peter J. S.; Grueber, Catherine E.; Oakey, Jane; Smith, Deane A.; Stephens, Danielle; Wade, Claire; Bishop, Jacqueline M.","Isolation, small population size, and management influence inbreeding and reduced genetic variation in K'gari dingoes",CONSERVATION GENETICS,10.1007/s10592-024-01616-8,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Miralles, Aurelien; Secondi, Jean; Pabijan, Maciej; Babik, Wieslaw; Lemaire, Christophe; Crochet, Pierre-Andre",Inconsistent estimates of hybridization frequency in newts revealed by SNPs and microsatellites,CONSERVATION GENETICS,10.1007/s10592-023-01556-9,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,Hybridization focus
"Moore, Chloe E.; Mims, Meryl C.",Sampling through space and time: multi-year analysis reveals dynamic population genetic patterns for an amphibian metapopulation,CONSERVATION GENETICS,10.1007/s10592-024-01602-0,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Oyler-McCance, Sara J.; Ryan, Mason J.; Sullivan, Brian K.; Fike, Jennifer A.; Cornman, Robert S.; Giermakowski, J. Tomasz; Zimmerman, Shawna J.; Harrow, Rachel L.; Hedwall, Shaula J.; Hossack, Blake R.; Latella, Ian M.; Lovich, Robert E.; Siefken, Sarah; Sigafus, Brent H.; Muths, Erin",Genetic connectivity in the Arizona toad (Anaxyrus microscaphus): implications for conservation of a stream dwelling amphibian in the arid Southwestern United States,CONSERVATION GENETICS,10.1007/s10592-024-01606-w,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Patil, Ajinkya Bharatraj; Vijay, Nagarjun","Conservation implications of diverse demographic histories: the case study of green peafowl (Pavo muticus, Linnaeus 1766)",CONSERVATION GENETICS,10.1007/s10592-023-01580-9,2024,Global South,Global South,Global South,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Paul, Shrutarshi; Saha, Sohini; Nigam, Parag; Pandey, Garima; Habib, Bilal; Mohan, Dhananjai; Pandav, Bivash; Mondol, Samrat","Functional connectivity in northern swamp deer (Rucervus duvaucelii duvaucelii) population across a fragmented, human-dominated landscape along Gangetic Plains of north India: implications for conservation in non-protected areas",CONSERVATION GENETICS,10.1007/s10592-023-01555-w,2024,Global South,Global South,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Pizzigalli, Cristian; Silva, Teresa Luisa; Abaigar, Teresa; Bertorelle, Giorgio; Cassinello, Jorge; Brito, Jose Carlos",Assessment of population structure and genetic diversity of wild and captive populations of Ammotragus lervia provide insights for conservation management,CONSERVATION GENETICS,10.1007/s10592-023-01546-x,2024,Global North,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Priti, Hebbar; Anisha, Anand; Pavankumar, Thunga; Gururaja, Kotambylu Vasudeva; Aravind, Neelavar Anantharam; Ravikanth, Gudasalamani","Do river basins shape genetic structure in the Kempholey night frog, India?",CONSERVATION GENETICS,10.1007/s10592-023-01550-1,2024,Global South,Global South,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,
"Reuber, Victoria M.; Westbury, Michael V.; Rey-Iglesia, Alba; Asefa, Addisu; Farwig, Nina; Miehe, Georg; Opgenoorth, Lars; Sumbera, Radim; Wraase, Luise; Wube, Tilaye; Lorenzen, Eline D.; Schabo, Dana G.",Topographic barriers drive the pronounced genetic subdivision of a range-limited fossorial rodent,MOLECULAR ECOLOGY,10.1111/mec.17271,2024,Global North,Global North,Global South,WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Rogers, Deborah L.; Washburn, Loraine Kohorn; Birker, Cheryl; Labbe, Michelle A.; Campbell, Matthew A.; Schreier, Andrea D.",Genomic and common garden data reveal significant genetic differentiation in the endangered San Fernando Valley spineflower Chorizanthe parryi var. fernandina,CONSERVATION GENETICS,10.1007/s10592-024-01610-0,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Rogers, Thea F.; Stenhouse, Ewan H.; Wilson, Hannah; Pendaries, Morgan; Bruford, Michael W.; Goetz, Matthias; Orozco-terWengel, Pablo",Using recent genetic history to inform conservation options of two Lesser Caymans iguana (Cyclura nubila caymanensis) populations,CONSERVATION GENETICS,10.1007/s10592-023-01598-z,2024,Global North,Global North,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Ruck, Cassandra L.; Shivji, Mahmood S.; Jabado, Rima W.; Bernard, Andrea M.","Cross ocean-basin population genetic dynamics in a pelagic top predator of high conservation concern, the oceanic whitetip shark, Carcharhinus longimanus",CONSERVATION GENETICS,10.1007/s10592-023-01596-1,2024,Global North,Global North,Both (Shared Resident),Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,Samples from fisheries
"Saha, Atal; Kurland, Sara; Kutschera, Verena E.; Diez-del-Molino, David; Ekman, Diana; Ryman, Nils; Laikre, Linda",Monitoring genome-wide diversity over contemporary time with new indicators applied to Arctic charr populations,CONSERVATION GENETICS,10.1007/s10592-023-01586-3,2024,Global North,Global North,Global North,WGS,Selection / GWAS / Runs of Homozygosity / Adaptive Potential / Gene Expression,
"Schilling, Carolina de la Hoz; Jabado, Rima W.; Verissimo, Ana; Caminiti, Luca; Sidina, Ebaye; Gandega, Cheikhna Yero; Serrao, Ester A.","eDNA metabarcoding reveals a rich but threatened and declining elasmobranch community in West Africa's largest marine protected area, the Banc d'Arguin",CONSERVATION GENETICS,10.1007/s10592-024-01604-y,2024,Global North,Global North,Global South,Sanger Sequencing,Identification / Sexing / Taxonomy / Systematics,
"Scotti-Saintagne, C.; Rodrigues, A. de Sousa; Roig, A.; Fady, B.",A comprehensive strategy for the conservation of forest tree genetic diversity: an example with the protected Pinus nigra subsp. salzmannii (Dunal) Franco in France,CONSERVATION GENETICS,10.1007/s10592-023-01581-8,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Smith, Rebecca J.; Kazyak, David C.; Kulp, Matt A.; Lubinski, Barbara A.; Fitzpatrick, Benjamin M.",Genetic structure of restored Brook Trout populations in the Southern Appalachian Mountains indicates successful reintroductions,CONSERVATION GENETICS,10.1007/s10592-024-01620-y,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Srinivas, Yellapu; Jhala, Yadvendradev","Genetic diversity, structure, and demographic histories of unique and ancient wolf lineages in India",CONSERVATION GENETICS,10.1007/s10592-023-01553-y,2024,Global South,Global South,Global South,Sanger Sequencing,Population Structure / Gene Flow / Diversity / Demographic History,also microsats
"Steiner, Cynthia C.; Jacobs, Leah; Choi, Emma; Ivy, Jamie; Wilder, Aryn; Calatayud, Natalie E.; Shier, Debra M.",Integrating genomics into the genetic management of the endangered mountain yellow-legged frog,CONSERVATION GENETICS,10.1007/s10592-023-01594-3,2024,Global North,Global North,Global North,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Terra, Mariana Costa; Brescovit, Antonio Domingos; de Souza, Rogerio Fernandes; Dias, Ana Lucia; Rincao, Matheus Pires; da Rosa, Renata","Genomic data identify genetic structure in Enoploctenus cyclothorax (Araneae: Ctenidae), revealing two distinct taxonomic units in the southern region of the Brazilian Atlantic Forest",CONSERVATION GENETICS,10.1007/s10592-024-01609-7,2024,Global South,Global South,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Trulio, Lynne A.; Chromczak, Debra A.; Higgins, Philip G.; Menzel, Sandra; Bossu, Christen M.; Ruegg, Kristen",Combining genomic and field analyses to reveal migratory status in a burrowing owl population,CONSERVATION GENETICS,10.1007/s10592-023-01578-3,2024,Global North,Global North,Both (Shared Resident),WGS,Population Structure / Gene Flow / Diversity / Demographic History,"the species occurs in the neotropics, but all the sampling etc was in California"
"Weber, Anna; Lighten, Jackie; van Oosterhout, Cock; Guibinga Mickala, Amour; Ntie, Stephan; Mickala, Patrick; Lehmann, David; Abernethy, Katharine; Anthony, Nicola",What mandrills leave behind: using fecal samples to characterize the major histocompatibility complex in a threatened primate,CONSERVATION GENETICS,10.1007/s10592-023-01587-2,2024,Global North,Global North,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,used illumina to sequence MHC genes
"Wilkie, Clare J.; Tellez, Marisa; Jones, Gareth; Genner, Martin J.","Population genetic structure of Morelet's and American crocodiles in Belize: hybridization, connectivity and conservation",CONSERVATION GENETICS,10.1007/s10592-023-01590-7,2024,Global North,Global North,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,
"Wooldridge, Brock; Orland, Chloe; Enbody, Erik; Escalona, Merly; Mirchandani, Cade; Corbett-Detig, Russell; Kapp, Joshua D.; Fletcher, Nathaniel; Cox-Ammann, Karah; Raimondi, Peter; Shapiro, Beth",Limited genomic signatures of population collapse in the critically endangered black abalone (Haliotis cracherodii),MOLECULAR ECOLOGY,10.1111/mec.17362,2024,Global North,Global North,Both (Shared Resident),WGS,Population Structure / Gene Flow / Diversity / Demographic History,
"Wu, Li-Xin; Wang, Yi-Qing; Xiao, Si-Yue; Wang, Yue-Hua; Liu, Jian; Gong, Xun; Feng, Xiu-Yan",Rivers have shaped the phylogeography of a narrowly distributed cycad lineage in Southwest China,CONSERVATION GENETICS,10.1007/s10592-023-01579-2,2024,Global South,Global South,Global South,Reduced Representation,Population Structure / Gene Flow / Diversity / Demographic History,China
"Wu, Meng Yue; Chong, Han Wei; Tan, Yen Yi; Lim, Bryan T. M.; Wong, Anna M. S.; Oh, Rachel Rui Ying; Lee, Jessica G. H.; Ng, Elize Y. X.; Rheindt, Frank E.",Genomic data reveal shift in geographic source of an illegally traded songbird,CONSERVATION GENETICS,10.1007/s10592-023-01564-9,2024,Both,Global South,Global South,Reduced Representation,Identification / Sexing / Taxonomy / Systematics,identified source of traded birds based on pop gen structure
"Yang, Ping; Chen, Cheng; Yu, Dan; Li, Minzheng; Liu, Huanzhang","Sibship analysis revealed the reproductive strategy and current population status of the silver carp (Hypophthalmichthys molitrix) from the middle and lower reaches of the Yangtze River, China",CONSERVATION GENETICS,10.1007/s10592-023-01565-8,2024,Global South,Global South,Global South,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Zeni, Teresa; Haider, Marlene; Vallant, Stephanie; Lentner, Reinhard; Steiner, Florian M.; Schlick-Steiner, Birgit C.",Towards a standardised set of data analyses for long-term genetic monitoring of grouse using non-invasive sampling: a case study on western capercaillie,CONSERVATION GENETICS,10.1007/s10592-023-01552-z,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
"Zimmerman, Shawna J.; Aldridge, Cameron L.; Schroeder, Michael A.; Fike, Jennifer A.; Cornman, Robert Scott; Oyler-McCance, Sara J.",The potential influence of genome-wide adaptive divergence on conservation translocation outcome in an isolated greater sage-grouse population,CONSERVATION BIOLOGY,10.1111/cobi.14254,2024,Global North,Global North,Global North,Microsatellites,Population Structure / Gene Flow / Diversity / Demographic History,
